code,product_name,brands,categories,nutriscore_grade,nova_group,ingredients_text,color
41268190058,Clery Hearts,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,CELERY,green
41268190164,Washed & Cut Mexican Fajita Stir Fry,Hannaford,undefined,a,1,"ONION, GREEN BELL PEPPER, RED BELL PEPPER, JALAPENO, CILANTRO",green
41268190188,Hearty Stew Starter,Hannaford,undefined,a,1,"POTATOES, ONION, CARROTS, CELERY, CRIMINI MUSHROOMS, GARLIC, PARSLEY.",green
41268190256,Root Vegetable,Hannaford,undefined,a,1,"POTATOES, RUTABAGA, TURNIPS, CARROTS, LEEKS, SHALLOTS, GARLIC, ROSEMARY, THYME.",green
41268190638,Side Garden Salad,Hannaford,undefined,a,1,"LETTUCE BLEND (LETTUCE, CARROTS, RED CABBAGE), TOMATOES, CARROTS, BELL PEPPERS, RED ONIONS.",green
41268190805,Garden Salad,Hannaford,undefined,a,1,"LETTUCE BLEND (LETTUCE, CARROTS, RED CABBAGE), CUCUMBERS, TOMATOES, BELL PEPPERS, CARROTS, RED ONIONS.",green
41268191253,Baby-Cut Supreme Carrots,Hannaford,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Carrots.,green
41268191260,Matchstick carrots,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Carrots.,green
41268191338,Granny Smith Apple,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,APPLES.,green
41268191345,Red Delicious Apple,Hannaford Bros. Co.,undefined,a,1,APPLES.,green
41268191352,Gala apples,"Hannaford,  Hannaford Bros. Co.","plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods, fruits, apples, sweet apples, gala apples",a,1,Apples.,green
41268191369,Sweet & Slightly Aromatic Fuji Apples,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,APPLES.,green
41268191376,Crisp & sweet golden delicious apples,"Hannaford,  Hannaford Bros. Co.","plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Apples.,green
41268191383,Russet Potates,Hannaford Bros. Co.,undefined,a,1,POTATOES.,green
41268191406,California White Potatoes,Hannaford Bros. Co.,undefined,a,1,POTATOES.,green
41268191413,White Potatoes,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,POTATOES.,green
41268191468,Elbow macaroni,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate. riboflavin, folic acid.",green
41268191475,Thin Spaghetti,Hannaford,undefined,a,1,"SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
41268191482,"Classic Spaghetti, Enriched Macaroni Product",Hannaford,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41268191499,Elbow Macaroni,Hannaford,undefined,a,1,"SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
41268191505,Classic Thin Spaghetti,Hannaford,undefined,a,1,"SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
41268191512,Classic Elbow Macaroni,Hannaford,undefined,a,1,"SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
41268191529,Classic Thin Spaghetti,Hannaford,undefined,a,1,"SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
41268191543,"Classic spaghetti, enriched macaroni product",Hannaford,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, spaghetti",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41268191574,"Spaghetti, Enriched Macaroni Product",Hannaford,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, spaghetti",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41268191581,Classic Thin Spaghetti,Hannaford,undefined,a,1,"SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE RIBOFLAVIN, FOLIC ACID.",green
41268191598,"Spaghetti, Enriched Macaroni Product",Hannaford,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, spaghetti",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41268191819,Purified Water,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,"PURIFIED WATER, CALCIUM CHLORIDE, SODIUM BICARBONATE.",green
41268192946,Corn on the cob,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",b,1,Corn.,green
41268193448,Rainbow Peppers,Hannaford,undefined,a,1,PEPPERS.,green
41268193479,Sweet Mint Peppers,Hannaford Bros. Co.,undefined,a,1,SWEET PEPPERS.,green
41268193752,1% Lowfat Milk,Hannaford,"dairies, milks",b,1,"Lowfat milk, ascorbic acid (vitamin c), vitamin a palmitate and vitamin d3.",green
41268193769,Whole Milk,Hannaford,undefined,a,1,"MILK, ASCORBIC ACID (VITAMIN C) AND VITAMIN D3.",green
41268193783,Whole Milk,Hannaford,undefined,a,1,"MILK, ASCORBIC ACID (VITAMIN C) AND VITAMIN D3.",green
41268193790,Fat Free Milk,Hannaford,undefined,a,1,"NONFAT MILK, ASCORBIC ACID (VITAMIN C), VITAMIN A PALMITATE AND VITAMIN D3.",green
41268193806,1 1/2% reduced fat milk,,"dairies, milks",b,1,"Reduced fat milk, ascorbic acid (vitamin c), vitamin a palmitate and vitamin d3.",green
41268193813,Fat Free Milk,Hannaford,undefined,a,1,"NONFAT MILK, ASCORBIC ACID (VITAMIN C), VITAMIN A PALMITATE AND VITAMIN D3.",green
41268193820,1% Lowfat Milk,,"dairies, milks",b,1,"Lowfat milk, ascorbic acid (vitamin c), vitamin a palmitate and vitamin d3.",green
41268193837,2% reduced fat milk,,"dairies, milks",b,1,"Reduced fat milk, ascorbic acid (vitamin c), vitamin a palmitate and vitamin d3.",green
41268193851,1 1/2% reduced fat milk,,"dairies, milks",b,1,"Reduced fat milk, ascorbic acid (vitamin c), vitamin a palmitate and vitamin d3.",green
41268193868,1% low fat milk,,"dairies, milks",b,1,"Lowfat milk, ascorbic acid (vitamin c), vitamin a palmitate and vitamin d3.",green
41268193875,Fat free milk,Hannaford,"dairies, milks",b,1,"Nonfat milk, ascorbic acid (vitamin c), vitamin a palmitate, vitamin d3.",green
41268193882,2% reduced fat milk,,"dairies, milks",b,1,"Reduced fat milk, ascorbic acid (vitamin c), vitamin a palmitate and vitamin d3.",green
41268193912,Juice,Hannaford Bros. Co.,undefined,b,1,"WATER, ORANGE JUICE CONCENTRATE.",green
41268193936,Orange Juice,"Hannaford,  Hannaford Bros. Co.",undefined,b,1,"WATER, ORANGE JUICE CONCENTRATE AND TRICALCIUM PHOSPHATE.",green
41268193950,Juice,Hannaford,undefined,b,1,"WATER, ORANGE JUICE CONCENTRATE.",green
41268194124,Mixed Fruit,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,"STRAWBERRIES, PEACHES, MANGO, PINEAPPLE, RED SEEDLESS GRAPES.",green
41268194131,Mango Chunks,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,MANGO.,green
41268194148,Pineapple Chunks,Hannaford Bros. Co.,undefined,a,1,PINEAPPLE.,green
41268194162,Whole Strawberries,Hannaford Bros. Co.,undefined,a,1,STRAWBERRIES.,green
41268196173,Brown Rice,Hannaford Bros. Co.,undefined,a,1,PRECOOKED PARBOILED WHOLE GRAIN BROWN RICE.,green
41268196180,Long Grain Brown Rice,Hannaford Bros. Co.,undefined,b,1,LONG GRAIN BROWN RICE.,green
41268196197,Long Grain Instant Brown Rice,Hannaford Bros. Co.,undefined,a,1,PRECOOKED PARBOILED WHOLE GRAIN BROWN RICE (LONG GRAIN).,green
41268196401,"Unsweetened applesauce, unsweetened",,snacks,a,1,"Apples, water, ascorbic acid (vitamin c) or erythorbic acid (to maintain color).",green
41268196876,Roasted garlic pasta sauce,,"condiments, sauces, groceries",b,1,"Crushed tomatoes, tomato strips, water, canola oil, fresh onions, fresh garlic, spice mix, citric acid (an acidifier).",green
41268196890,Premium pepper & onion pasta sauce,,"condiments, sauces, groceries",b,1,"Tomato paste, tomato strips, water, canola oil, green & red peppers, fresh onions, spice mix, citric acid (an acidifier).",green
41268197125,Picked Fresh Whole Strawberries,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,STRAWBERRIES.,green
41268197132,Whole Strawberries,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,STRAWBERRIES.,green
41268197149,Sliced strawberries,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods",a,1,Strawberries.,green
41268197156,Picked Fresh Blueberries,Hannaford Bros. Co.,undefined,a,1,BLUEBERRIES.,green
41268197163,Blueberries,Hannaford,undefined,a,1,BLUEBERRIES.,green
41268197170,All-Purpose Flour,Hannaford,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Enriched bleached wheat flour (contains bleached wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin and folic acid), malted barley flour.",green
41268197187,All-purpose flour,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Enriched bleached wheat flour (contains bleached wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin and folic acid), malted barley flour.",green
41268197217,All-Purpose Flour,Hannaford Bros. Co.,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Enriched bleached wheat flour (contains bleached wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin and folic acid), malted barley flour.",green
41268197224,Unbleached all-purpose flour,Hannaford,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Enriched unbleached wheat flour (contains unbleached wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin and folic acid), malted barley flour.",green
41268197651,Ground Beef Patties,Hannaford Bros. Co.,undefined,b,1,100% BEEF.,green
41268198054,"Tomato paste, tomato",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, tomatoes and their products, tomatoes",a,1,"tomato paste, citric acid,",green
41268198092,"Tomato paste, tomato",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, tomatoes and their products, tomatoes",a,1,"Tomato paste, citric acid.",green
41268198252,Apple Juice,"Hannaford,  Hannaford Bros. Co.",undefined,b,1,"WATER, APPLE JUICE CONCENTRATED, ASCORBIC ACID (VITAMIN C).",green
41268199211,White Rice,Hannaford Bros. Co.,undefined,b,1,"ENRICHED LONG GRAIN RICE [RICE, NIACIN, IRON (FERRIC ORTHOPHOSPHATE), THIAMIN (THIAMIN MONONITRATE), FOLIC ACID].",green
41268199266,"Hannaford, enriched long grain, precooked instant white rice","Hannaford,  Hannaford Bros. Co.","plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,"Enriched precooked long grain rice (rice, niacin, iron [ferric orthophosphate], thiamin [thiamin mononitrate], folic acid).",green
41268199273,Instant White Rice,"Hannaford,  Hannaford Bros. Co.",undefined,b,1,"ENRICHED PRECOOKED LONG GRAIN RICE (RICE, NIACIN, IRON [FERRIC ORTHOPHOSPHATE], THIAMIN [THIAMIN MONONITRATE], FOLIC ACID).",green
41268199297,Enriched Long Grain White Rice,Hannaford Bros. Co.,undefined,b,1,"ENRICHED LONG GRAIN RICE [RICE, NIACIN, IRON (FERRIC ORTHOPHOSPHATE), THIAMIN (THIAMIN MONONITRATE), FOLIC ACID].",green
41268199303,Enriched long grain white rice,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,"Long grain white rice [enriched with niacin, iron (ferric orthophosphate), thiamine (thiamine mononitrate), and folic acid].",green
41268200177,Chunk Light Tuna In Water,Hannaford,undefined,a,1,"CHUNK LIGHT TUNA, WATER, VEGETABLE BROTH",green
41268200764,"Hannaford, 100% wholegrain oats","Hannaford,  Hannaford Bros. Co.","plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,100% whole grain rolled oats.,green
41268200900,Cut Corn,Hannaford Bros. Co.,undefined,b,1,CORN.,green
41268200917,Cut Green Beans,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,GREEN BEANS,green
41268200924,French Cut Green Beans,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,GREEN BEANS.,green
41268200931,Green Peas,Hannaford,undefined,a,1,GREEN PEAS.,green
41268200948,Whole Green Beans,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,GREEN BEANS.,green
41268200955,Cut corn,"Hannaford,  Hannaford Bros. Co.","plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",b,1,Corn.,green
41268200962,Cut Green Beans,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,GREEN BEANS.,green
41268200979,Green Peas,Hannaford Bros. Co.,undefined,a,1,GREEN PEAS.,green
41268201020,Purified Water,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,"PURIFIED WATER, CALCIUM CHLORIDE, SODIUM BICARBONATE.",green
41268201129,Navel Oranges,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,ORANGES.,green
41268201136,Navel Oranges,Hannaford Bros. Co.,undefined,a,1,ORANGES.,green
41268202522,French Cut Green Beans,Hannaford,undefined,a,1,"GREEN BEANS, WATER",green
41268202539,Cut Green Beans,Hannaford,undefined,a,1,"GREEN BEANS, WATER",green
41268202546,Sweet Peas,Hannaford,undefined,a,1,"PEAS, WATER",green
41268202553,"Hannaford, crisp 'n sweet corn","Hannaford,  Hannaford Bros. Co.","plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, vegetables based foods, canned vegetables",b,1,"Corn, water",green
41268204939,Baby Kale Fresh Greens,Hannaford Bros. Co.,undefined,a,1,BABY KALE.,green
41268205974,Diced tomatoes,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, tomatoes and their products, tomatoes",a,1,"Tomatoes, tomato juice, less than 2% of: calcium chloride, citric acid.",green
41268206292,Sliced White Potatoes,Hannaford,undefined,a,1,"POTATOES, WATER.",green
41268206308,Whole White Potato,Hannaford,undefined,a,1,"POTATOES, WATER.",green
41268207060,Cold brew coffee,,beverages,b,1,"Water, 100% arabica coffee.",green
41268207084,Cold brew coffee,,beverages,b,1,"Water, 100% arabica coffee.",green
41268207398,Olive oil,,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, olive tree products, vegetable oils, olive oils",b,2,,green
41268207404,Olive Oil,Hannaford,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, olive tree products, vegetable oils, olive oils",b,2,,green
41268207664,Baby spinach fresh greens,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Baby spinach.,green
41268207886,lime seltzer water,,"beverages, waters",b,1,,green
41268208135,Mango chunks,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods",a,1,Mangoes.,green
41268209804,Purified water,,"beverages, waters",b,1,"Purified water, calcium chloride, sodium bicarbonate.",green
41268210879,Extra virgin olive oil,Hannaford,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, olive tree products, vegetable oils, olive oils, extra-virgin olive oils, virgin olive oils",b,2,,green
41268211821,Whole peeled tomatoes,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, tomatoes and their products, tomatoes",a,1,"Tomatoes, tomato juice, less than 2% of: calcium chloride, citric acid.",green
41268211845,Diced tomatoes with green chiles,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, tomatoes and their products, tomatoes",a,1,"Tomatoes with juice, water, chopped green chile peppers, less than 2% of: calcium chloride, citric acid, spice natural flavor.",green
41268211869,Crushed tomatoes with basil,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, tomatoes and their products, tomatoes",a,1,"Crushed tomatoes (water, concentrated crushed tomatoes) less than 2% of: basil, citric acid.",green
41268212965,Sliced beets,Hannaford,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, vegetables based foods, canned vegetables",a,1,"Beets, water.",green
41268219339,Avocado oil spray,,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, vegetable oils, fruit and fruit seed oils, avocado oils",b,2,,green
41268220519,Applesauce,Hannaford,en:applesauce,a,1,"APPLES, WATER, ASCORBIC ACID (VITAMIN C) OR ERYTHORBIC ACID (TO MAINTAIN COLOR)",green
